time,time_step,population,births,deaths,birth_rate,death_rate,msd,speed_var,food_var,pheromone_var,speed_variance,food_sense_variance,pheromone_sense_variance,reproduction_energy_variance,max_cluster,max_cluster_size,num_clusters,avg_energy,avg_generation,lineage_count
2123,2123,20,0,0,0.0,0.0,0.918359,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.791294,0.0,20
2124,2124,20,0,0,0.0,0.0,0.928791,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.782554,0.0,20
2125,2125,20,0,0,0.0,0.0,0.937735,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.775182,0.0,20
2126,2126,20,0,0,0.0,0.0,0.949043,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.766442,0.0,20
2127,2127,20,0,0,0.0,0.0,0.958836,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.759071,0.0,20
2128,2128,20,0,0,0.0,0.0,0.970764,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.750331,0.0,20
2129,2129,20,0,0,0.0,0.0,0.981194,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.74296,0.0,20
2130,2130,20,0,0,0.0,0.0,0.993621,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.73422,0.0,20
2131,2131,20,0,0,0.0,0.0,1.004351,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.726848,0.0,20
2132,2132,20,0,0,0.0,0.0,1.016917,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.718108,0.0,20
2133,2133,20,0,0,0.0,0.0,1.027804,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.710737,0.0,20
2134,2134,20,0,0,0.0,0.0,1.040498,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.701997,0.0,20
2135,2135,20,0,0,0.0,0.0,1.051477,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.694625,0.0,20
2136,2136,20,0,0,0.0,0.0,1.063546,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.685886,0.0,20
2137,2137,20,0,0,0.0,0.0,1.073817,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.678514,0.0,20
2138,2138,20,0,0,0.0,0.0,1.084425,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.669774,0.0,20
2139,2139,20,0,0,0.0,0.0,1.093574,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.662403,0.0,20
2140,2140,20,0,0,0.0,0.0,1.103215,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.653663,0.0,20
2141,2141,20,0,0,0.0,0.0,1.111635,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.646291,0.0,20
2142,2142,20,0,0,0.0,0.0,1.120487,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.637551,0.0,20
2143,2143,20,0,0,0.0,0.0,1.128024,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.63018,0.0,20
2144,2144,20,0,0,0.0,0.0,1.13562,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.62144,0.0,20
2145,2145,20,0,0,0.0,0.0,1.141934,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.614069,0.0,20
2146,2146,20,0,0,0.0,0.0,1.147969,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.605329,0.0,20
2147,2147,20,0,0,0.0,0.0,1.153076,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.597957,0.0,20
2148,2148,20,0,0,0.0,0.0,1.157572,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.589217,0.0,20
2149,2149,20,0,0,0.0,0.0,1.161794,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.581846,0.0,20
2150,2150,20,0,0,0.0,0.0,1.166603,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.573106,0.0,20
2151,2151,20,0,0,0.0,0.0,1.170427,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.565734,0.0,20
2152,2152,20,0,0,0.0,0.0,1.174055,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.556995,0.0,20
2153,2153,20,0,0,0.0,0.0,1.177029,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.549623,0.0,20
2154,2154,20,0,0,0.0,0.0,1.17966,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.540883,0.0,20
2155,2155,20,0,0,0.0,0.0,1.180827,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.533512,0.0,20
2156,2156,20,0,0,0.0,0.0,1.180431,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.524772,0.0,20
2157,2157,20,0,0,0.0,0.0,1.179234,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.5174,0.0,20
2158,2158,20,0,0,0.0,0.0,1.176054,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.508661,0.0,20
2159,2159,20,0,0,0.0,0.0,1.172692,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.501289,0.0,20
2160,2160,20,0,0,0.0,0.0,1.167783,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.492549,0.0,20
2161,2161,20,0,0,0.0,0.0,1.163108,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.485178,0.0,20
2162,2162,20,0,0,0.0,0.0,1.156226,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.476438,0.0,20
2163,2163,20,0,0,0.0,0.0,1.149593,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.469066,0.0,20
2164,2164,20,0,0,0.0,0.0,1.140503,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.460326,0.0,20
2165,2165,20,0,0,0.0,0.0,1.132941,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.452955,0.0,20
2166,2166,20,0,0,0.0,0.0,1.125217,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.444215,0.0,20
2167,2167,20,0,0,0.0,0.0,1.118388,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.436843,0.0,20
2168,2168,20,0,0,0.0,0.0,1.110321,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.428104,0.0,20
2169,2169,20,0,0,0.0,0.0,1.10292,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.420732,0.0,20
2170,2170,20,0,0,0.0,0.0,1.093527,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.411992,0.0,20
2171,2171,20,0,0,0.0,0.0,1.084946,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.404621,0.0,20
2172,2172,20,0,0,0.0,0.0,1.074164,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.395881,0.0,20
2173,2173,20,0,0,0.0,0.0,1.064511,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.388509,0.0,20
2174,2174,20,0,0,0.0,0.0,1.05281,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.37977,0.0,20
2175,2175,20,0,0,0.0,0.0,1.042476,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.372398,0.0,20
2176,2176,20,0,0,0.0,0.0,1.030151,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.363658,0.0,20
2177,2177,20,0,0,0.0,0.0,1.019518,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.356287,0.0,20
2178,2178,20,0,0,0.0,0.0,1.007061,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.347547,0.0,20
2179,2179,20,0,0,0.0,0.0,0.995956,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.340175,0.0,20
2180,2180,20,0,0,0.0,0.0,0.982069,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.331435,0.0,20
2181,2181,20,0,0,0.0,0.0,0.970344,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.324064,0.0,20
2182,2182,20,0,0,0.0,0.0,0.956663,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.315324,0.0,20
2183,2183,20,0,0,0.0,0.0,0.945269,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.307952,0.0,20
2184,2184,20,0,0,0.0,0.0,0.932408,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.299213,0.0,20
2185,2185,20,0,0,0.0,0.0,0.921858,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.291841,0.0,20
2186,2186,20,0,0,0.0,0.0,0.910444,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.283101,0.0,20
2187,2187,20,0,0,0.0,0.0,0.90111,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.27573,0.0,20
2188,2188,20,0,0,0.0,0.0,0.891382,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.26699,0.0,20
2189,2189,20,0,0,0.0,0.0,0.883912,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.259618,0.0,20
2190,2190,20,0,0,0.0,0.0,0.876388,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.250879,0.0,20
2191,2191,20,0,0,0.0,0.0,0.870856,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.243507,0.0,20
2192,2192,20,0,0,0.0,0.0,0.865931,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.234767,0.0,20
2193,2193,20,0,0,0.0,0.0,0.862401,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.227396,0.0,20
2194,2194,20,0,0,0.0,0.0,0.859663,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.218656,0.0,20
2195,2195,20,0,0,0.0,0.0,0.858384,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.211284,0.0,20
2196,2196,20,0,0,0.0,0.0,0.858343,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.202544,0.0,20
2197,2197,20,0,0,0.0,0.0,0.859211,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.195173,0.0,20
2198,2198,20,0,0,0.0,0.0,0.861523,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.186433,0.0,20
2199,2199,20,0,0,0.0,0.0,0.864337,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.179062,0.0,20
2200,2200,20,0,0,0.0,0.0,0.869038,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.170322,0.0,20
2201,2201,20,0,0,0.0,0.0,0.873796,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.16295,0.0,20
2202,2202,20,0,0,0.0,0.0,0.880592,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.15421,0.0,20
2203,2203,20,0,0,0.0,0.0,0.886918,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.146839,0.0,20
2204,2204,20,0,0,0.0,0.0,0.895261,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.138099,0.0,20
2205,2205,20,0,0,0.0,0.0,0.903232,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.130727,0.0,20
2206,2206,20,0,0,0.0,0.0,0.913964,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.121988,0.0,20
2207,2207,20,0,0,0.0,0.0,0.923625,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.114616,0.0,20
2208,2208,20,0,0,0.0,0.0,0.935687,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.105876,0.0,20
2209,2209,20,0,0,0.0,0.0,0.946103,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.098505,0.0,20
2210,2210,20,0,0,0.0,0.0,0.958337,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.089765,0.0,20
2211,2211,20,0,0,0.0,0.0,0.969234,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.082393,0.0,20
2212,2212,20,0,0,0.0,0.0,0.982398,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.073653,0.0,20
2213,2213,20,0,0,0.0,0.0,0.993887,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.066282,0.0,20
2214,2214,20,0,0,0.0,0.0,1.007545,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.057542,0.0,20
2215,2215,20,0,0,0.0,0.0,1.019392,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.050171,0.0,20
2216,2216,20,0,0,0.0,0.0,1.033191,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.041431,0.0,20
2217,2217,20,0,0,0.0,0.0,1.044952,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.034059,0.0,20
2218,2218,20,0,0,0.0,0.0,1.058667,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.025319,0.0,20
2219,2219,20,0,0,0.0,0.0,1.070339,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.017948,0.0,20
2220,2220,20,0,0,0.0,0.0,1.083683,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.009208,0.0,20
2221,2221,20,0,0,0.0,0.0,1.094855,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,83.001836,0.0,20
2222,2222,20,0,0,0.0,0.0,1.107168,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.993097,0.0,20
2223,2223,20,0,0,0.0,0.0,1.117733,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.985725,0.0,20
2224,2224,20,0,0,0.0,0.0,1.130423,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.976985,0.0,20
2225,2225,20,0,0,0.0,0.0,1.140734,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.969614,0.0,20
2226,2226,20,0,0,0.0,0.0,1.15295,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.960874,0.0,20
2227,2227,20,0,0,0.0,0.0,1.162614,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.953502,0.0,20
2228,2228,20,0,0,0.0,0.0,1.17355,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.944762,0.0,20
2229,2229,20,0,0,0.0,0.0,1.181956,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.937391,0.0,20
2230,2230,20,0,0,0.0,0.0,1.191672,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.928651,0.0,20
2231,2231,20,0,0,0.0,0.0,1.198712,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.92128,0.0,20
2232,2232,20,0,0,0.0,0.0,1.206956,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.91254,0.0,20
2233,2233,20,0,0,0.0,0.0,1.212236,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.905168,0.0,20
2234,2234,20,0,0,0.0,0.0,1.216675,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.896428,0.0,20
2235,2235,20,0,0,0.0,0.0,1.219092,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.889057,0.0,20
2236,2236,20,0,0,0.0,0.0,1.221148,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.880317,0.0,20
2237,2237,20,0,0,0.0,0.0,1.22171,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.872945,0.0,20
2238,2238,20,0,0,0.0,0.0,1.221963,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.864206,0.0,20
2239,2239,20,0,0,0.0,0.0,1.221542,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.856834,0.0,20
2240,2240,20,0,0,0.0,0.0,1.221539,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.848094,0.0,20
2241,2241,20,0,0,0.0,0.0,1.220302,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.840723,0.0,20
2242,2242,20,0,0,0.0,0.0,1.219078,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.831983,0.0,20
2243,2243,20,0,0,0.0,0.0,1.21684,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.824611,0.0,20
2244,2244,20,0,0,0.0,0.0,1.214188,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.815871,0.0,20
2245,2245,20,0,0,0.0,0.0,1.211177,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.8085,0.0,20
2246,2246,20,0,0,0.0,0.0,1.208512,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.79976,0.0,20
2247,2247,20,0,0,0.0,0.0,1.20519,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.792389,0.0,20
2248,2248,20,0,0,0.0,0.0,1.201862,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.783649,0.0,20
2249,2249,20,0,0,0.0,0.0,1.197924,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.776277,0.0,20
2250,2250,20,0,0,0.0,0.0,1.19366,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.767537,0.0,20
2251,2251,20,0,0,0.0,0.0,1.189235,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.760166,0.0,20
2252,2252,20,0,0,0.0,0.0,1.184962,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.751426,0.0,20
2253,2253,20,0,0,0.0,0.0,1.180336,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.744054,0.0,20
2254,2254,20,0,0,0.0,0.0,1.175721,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.735315,0.0,20
2255,2255,20,0,0,0.0,0.0,1.17085,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.727943,0.0,20
2256,2256,20,0,0,0.0,0.0,1.165774,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.719203,0.0,20
2257,2257,20,0,0,0.0,0.0,1.160779,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.711832,0.0,20
2258,2258,20,0,0,0.0,0.0,1.155455,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.703092,0.0,20
2259,2259,20,0,0,0.0,0.0,1.150337,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.69572,0.0,20
2260,2260,20,0,0,0.0,0.0,1.144462,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.68698,0.0,20
2261,2261,20,0,0,0.0,0.0,1.138432,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.679609,0.0,20
2262,2262,20,0,0,0.0,0.0,1.130537,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.670869,0.0,20
2263,2263,20,0,0,0.0,0.0,1.123674,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.663498,0.0,20
2264,2264,20,0,0,0.0,0.0,1.115003,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.654758,0.0,20
2265,2265,20,0,0,0.0,0.0,1.107515,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.647386,0.0,20
2266,2266,20,0,0,0.0,0.0,1.097222,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.638646,0.0,20
2267,2267,20,0,0,0.0,0.0,1.089142,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.631275,0.0,20
2268,2268,20,0,0,0.0,0.0,1.078929,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.622535,0.0,20
2269,2269,20,0,0,0.0,0.0,1.071163,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.615163,0.0,20
2270,2270,20,0,0,0.0,0.0,1.061485,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.606424,0.0,20
2271,2271,20,0,0,0.0,0.0,1.054418,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.599052,0.0,20
2272,2272,20,0,0,0.0,0.0,1.045956,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.590312,0.0,20
2273,2273,20,0,0,0.0,0.0,1.039935,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.582941,0.0,20
2274,2274,20,0,0,0.0,0.0,1.032463,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.574201,0.0,20
2275,2275,20,0,0,0.0,0.0,1.027266,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.566829,0.0,20
2276,2276,20,0,0,0.0,0.0,1.020487,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.558089,0.0,20
2277,2277,20,0,0,0.0,0.0,1.0159,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.550718,0.0,20
2278,2278,20,0,0,0.0,0.0,1.009343,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.541978,0.0,20
2279,2279,20,0,0,0.0,0.0,1.005528,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.534607,0.0,20
2280,2280,20,0,0,0.0,0.0,1.001305,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.525867,0.0,20
2281,2281,20,0,0,0.0,0.0,0.999421,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.518495,0.0,20
2282,2282,20,0,0,0.0,0.0,0.99715,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.509755,0.0,20
2283,2283,20,0,0,0.0,0.0,0.99691,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.502384,0.0,20
2284,2284,20,0,0,0.0,0.0,0.996753,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.493644,0.0,20
2285,2285,20,0,0,0.0,0.0,0.99821,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.486272,0.0,20
2286,2286,20,0,0,0.0,0.0,1.000051,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.477533,0.0,20
2287,2287,20,0,0,0.0,0.0,1.003372,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.470161,0.0,20
2288,2288,20,0,0,0.0,0.0,1.008166,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.461421,0.0,20
2289,2289,20,0,0,0.0,0.0,1.013459,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.45405,0.0,20
2290,2290,20,0,0,0.0,0.0,1.020141,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.44531,0.0,20
2291,2291,20,0,0,0.0,0.0,1.027016,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.437938,0.0,20
2292,2292,20,0,0,0.0,0.0,1.036057,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.429198,0.0,20
2293,2293,20,0,0,0.0,0.0,1.04474,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.421827,0.0,20
2294,2294,20,0,0,0.0,0.0,1.055604,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.413087,0.0,20
2295,2295,20,0,0,0.0,0.0,1.065445,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.405716,0.0,20
2296,2296,20,0,0,0.0,0.0,1.077111,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.396976,0.0,20
2297,2297,20,0,0,0.0,0.0,1.08676,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.389604,0.0,20
2298,2298,20,0,0,0.0,0.0,1.096328,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.380864,0.0,20
2299,2299,20,0,0,0.0,0.0,1.104887,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.373493,0.0,20
2300,2300,20,0,0,0.0,0.0,1.113705,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.364753,0.0,20
2301,2301,20,0,0,0.0,0.0,1.121796,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.357381,0.0,20
2302,2302,20,0,0,0.0,0.0,1.130331,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.348642,0.0,20
2303,2303,20,0,0,0.0,0.0,1.138083,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.34127,0.0,20
2304,2304,20,0,0,0.0,0.0,1.147102,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,82.33253,0.0,20
